"Notes"	"County"	"County Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Race"	"Race Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Delivery Method"	"Delivery Method Code"	Births
	"Pulaski County, AR"	"05119"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	163
	"Pulaski County, AR"	"05119"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	392
	"Pulaski County, AR"	"05119"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	112
	"Pulaski County, AR"	"05119"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	204
	"Pulaski County, AR"	"05119"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	76
	"Pulaski County, AR"	"05119"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	92
	"Pulaski County, AR"	"05119"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	36
	"Pulaski County, AR"	"05119"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Vaginal"	"1"	11
	"Saline County, AR"	"05125"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	13
	"Saline County, AR"	"05125"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	21
	"Saline County, AR"	"05125"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	20
	"Sebastian County, AR"	"05131"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	10
	"Sebastian County, AR"	"05131"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	28
	"Sebastian County, AR"	"05131"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	15
	"Sebastian County, AR"	"05131"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	19
	"Sebastian County, AR"	"05131"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	13
	"Washington County, AR"	"05143"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	12
	"Washington County, AR"	"05143"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	21
	"Washington County, AR"	"05143"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	10
	"Washington County, AR"	"05143"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	17
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	372
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	97
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	882
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	401
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	551
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	332
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	253
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	168
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	70
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	55
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Vaginal"	"1"	12
	"Unidentified Counties, AR"	"05999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Cesarean"	"2"	14
	"Alameda County, CA"	"06001"	"Mexican"	"2148-5"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	11
	"Alameda County, CA"	"06001"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	77
	"Alameda County, CA"	"06001"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	12
	"Alameda County, CA"	"06001"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	282
	"Alameda County, CA"	"06001"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	69
	"Alameda County, CA"	"06001"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	271
	"Alameda County, CA"	"06001"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	109
	"Alameda County, CA"	"06001"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	275
	"Alameda County, CA"	"06001"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	124
	"Alameda County, CA"	"06001"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	144
	"Alameda County, CA"	"06001"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	87
	"Alameda County, CA"	"06001"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Vaginal"	"1"	32
	"Alameda County, CA"	"06001"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Cesarean"	"2"	23
	"Alameda County, CA"	"06001"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	13
	"Alameda County, CA"	"06001"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	24
	"Alameda County, CA"	"06001"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	48
	"Alameda County, CA"	"06001"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	19
	"Alameda County, CA"	"06001"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	40
	"Alameda County, CA"	"06001"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	13
	"Alameda County, CA"	"06001"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Cesarean"	"2"	10
	"Butte County, CA"	"06007"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	11
	"Contra Costa County, CA"	"06013"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	43
	"Contra Costa County, CA"	"06013"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	15
	"Contra Costa County, CA"	"06013"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	168
	"Contra Costa County, CA"	"06013"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	51
	"Contra Costa County, CA"	"06013"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	190
	"Contra Costa County, CA"	"06013"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	79
	"Contra Costa County, CA"	"06013"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	140
	"Contra Costa County, CA"	"06013"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	67
	"Contra Costa County, CA"	"06013"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	74
	"Contra Costa County, CA"	"06013"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	63
	"Contra Costa County, CA"	"06013"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Cesarean"	"2"	19
	"Contra Costa County, CA"	"06013"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	10
	"Contra Costa County, CA"	"06013"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	14
	"Contra Costa County, CA"	"06013"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	24
	"Fresno County, CA"	"06019"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	11
	"Fresno County, CA"	"06019"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	60
	"Fresno County, CA"	"06019"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	12
	"Fresno County, CA"	"06019"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	126
	"Fresno County, CA"	"06019"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	62
	"Fresno County, CA"	"06019"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	111
	"Fresno County, CA"	"06019"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	73
	"Fresno County, CA"	"06019"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	78
	"Fresno County, CA"	"06019"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	43
	"Fresno County, CA"	"06019"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	33
	"Fresno County, CA"	"06019"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	30
	"Kern County, CA"	"06029"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	58
	"Kern County, CA"	"06029"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	11
	"Kern County, CA"	"06029"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	141
	"Kern County, CA"	"06029"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	53
	"Kern County, CA"	"06029"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	120
	"Kern County, CA"	"06029"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	72
	"Kern County, CA"	"06029"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	73
	"Kern County, CA"	"06029"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	23
	"Kern County, CA"	"06029"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	31
	"Kern County, CA"	"06029"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	25
	"Kings County, CA"	"06031"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	18
	"Kings County, CA"	"06031"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	19
	"Kings County, CA"	"06031"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	12
	"Los Angeles County, CA"	"06037"	"Mexican"	"2148-5"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	21
	"Los Angeles County, CA"	"06037"	"Mexican"	"2148-5"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	52
	"Los Angeles County, CA"	"06037"	"Mexican"	"2148-5"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	19
	"Los Angeles County, CA"	"06037"	"Mexican"	"2148-5"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	25
	"Los Angeles County, CA"	"06037"	"Mexican"	"2148-5"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	21
	"Los Angeles County, CA"	"06037"	"Mexican"	"2148-5"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	13
	"Los Angeles County, CA"	"06037"	"Mexican"	"2148-5"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	13
	"Los Angeles County, CA"	"06037"	"Mexican"	"2148-5"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	10
	"Los Angeles County, CA"	"06037"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	11
	"Los Angeles County, CA"	"06037"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	10
	"Los Angeles County, CA"	"06037"	"Central or South American"	"4"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	16
	"Los Angeles County, CA"	"06037"	"Central or South American"	"4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	18
	"Los Angeles County, CA"	"06037"	"Central or South American"	"4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	10
	"Los Angeles County, CA"	"06037"	"Central or South American"	"4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	12
	"Los Angeles County, CA"	"06037"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	14
	"Los Angeles County, CA"	"06037"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	45
	"Los Angeles County, CA"	"06037"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	16
	"Los Angeles County, CA"	"06037"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	45
	"Los Angeles County, CA"	"06037"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	16
	"Los Angeles County, CA"	"06037"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	25
	"Los Angeles County, CA"	"06037"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	15
	"Los Angeles County, CA"	"06037"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	14
	"Los Angeles County, CA"	"06037"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	16
	"Los Angeles County, CA"	"06037"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	359
	"Los Angeles County, CA"	"06037"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	107
	"Los Angeles County, CA"	"06037"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	1242
	"Los Angeles County, CA"	"06037"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	576
	"Los Angeles County, CA"	"06037"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	1351
	"Los Angeles County, CA"	"06037"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	802
	"Los Angeles County, CA"	"06037"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	989
	"Los Angeles County, CA"	"06037"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	694
	"Los Angeles County, CA"	"06037"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	508
	"Los Angeles County, CA"	"06037"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	454
	"Los Angeles County, CA"	"06037"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Vaginal"	"1"	123
	"Los Angeles County, CA"	"06037"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Cesarean"	"2"	118
	"Los Angeles County, CA"	"06037"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"Cesarean"	"2"	10
	"Los Angeles County, CA"	"06037"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	12
	"Los Angeles County, CA"	"06037"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	24
	"Los Angeles County, CA"	"06037"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	19
	"Los Angeles County, CA"	"06037"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	14
	"Merced County, CA"	"06047"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	11
	"Merced County, CA"	"06047"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	13
	"Merced County, CA"	"06047"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	21
	"Merced County, CA"	"06047"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	13
	"Merced County, CA"	"06047"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	11
	"Monterey County, CA"	"06053"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	13
	"Monterey County, CA"	"06053"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	19
	"Monterey County, CA"	"06053"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	18
	"Orange County, CA"	"06059"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	49
	"Orange County, CA"	"06059"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	21
	"Orange County, CA"	"06059"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	73
	"Orange County, CA"	"06059"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	38
	"Orange County, CA"	"06059"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	84
	"Orange County, CA"	"06059"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	55
	"Orange County, CA"	"06059"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	32
	"Orange County, CA"	"06059"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	30
	"Orange County, CA"	"06059"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Cesarean"	"2"	16
	"Placer County, CA"	"06061"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	11
	"Placer County, CA"	"06061"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	12
	"Riverside County, CA"	"06065"	"Mexican"	"2148-5"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	22
	"Riverside County, CA"	"06065"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	16
	"Riverside County, CA"	"06065"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	11
	"Riverside County, CA"	"06065"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	85
	"Riverside County, CA"	"06065"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	29
	"Riverside County, CA"	"06065"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	282
	"Riverside County, CA"	"06065"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	113
	"Riverside County, CA"	"06065"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	262
	"Riverside County, CA"	"06065"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	161
	"Riverside County, CA"	"06065"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	194
