"Notes"	"County"	"County Code"	"Race"	"Race Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Tobacco Use"	"Tobacco Use Code"	"Delivery Method"	"Delivery Method Code"	Births
	"Unidentified Counties, AR"	"05999"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	55
	"Unidentified Counties, AR"	"05999"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	35
	"Unidentified Counties, AR"	"05999"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	10
	"Unidentified Counties, AR"	"05999"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	11
	"Alameda County, CA"	"06001"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	167
	"Alameda County, CA"	"06001"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	23
	"Alameda County, CA"	"06001"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	611
	"Alameda County, CA"	"06001"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	148
	"Alameda County, CA"	"06001"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	719
	"Alameda County, CA"	"06001"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	202
	"Alameda County, CA"	"06001"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	631
	"Alameda County, CA"	"06001"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	227
	"Alameda County, CA"	"06001"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	318
	"Alameda County, CA"	"06001"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	161
	"Alameda County, CA"	"06001"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	80
	"Alameda County, CA"	"06001"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	45
	"Butte County, CA"	"06007"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	15
	"Butte County, CA"	"06007"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	49
	"Butte County, CA"	"06007"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	12
	"Butte County, CA"	"06007"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	57
	"Butte County, CA"	"06007"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	25
	"Butte County, CA"	"06007"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	50
	"Butte County, CA"	"06007"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	32
	"Butte County, CA"	"06007"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	19
	"Butte County, CA"	"06007"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	16
	"Contra Costa County, CA"	"06013"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	129
	"Contra Costa County, CA"	"06013"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	16
	"Contra Costa County, CA"	"06013"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	451
	"Contra Costa County, CA"	"06013"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	118
	"Contra Costa County, CA"	"06013"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	532
	"Contra Costa County, CA"	"06013"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	157
	"Contra Costa County, CA"	"06013"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	483
	"Contra Costa County, CA"	"06013"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	191
	"Contra Costa County, CA"	"06013"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	242
	"Contra Costa County, CA"	"06013"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	110
	"Contra Costa County, CA"	"06013"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	65
	"Contra Costa County, CA"	"06013"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	28
	"El Dorado County, CA"	"06017"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	39
	"El Dorado County, CA"	"06017"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	27
	"El Dorado County, CA"	"06017"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	10
	"El Dorado County, CA"	"06017"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	39
	"El Dorado County, CA"	"06017"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	18
	"Fresno County, CA"	"06019"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	250
	"Fresno County, CA"	"06019"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	69
	"Fresno County, CA"	"06019"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	787
	"Fresno County, CA"	"06019"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	237
	"Fresno County, CA"	"06019"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	863
	"Fresno County, CA"	"06019"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	400
	"Fresno County, CA"	"06019"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	617
	"Fresno County, CA"	"06019"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	365
	"Fresno County, CA"	"06019"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	361
	"Fresno County, CA"	"06019"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	221
	"Fresno County, CA"	"06019"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	96
	"Fresno County, CA"	"06019"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	70
	"Humboldt County, CA"	"06023"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	24
	"Humboldt County, CA"	"06023"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	26
	"Humboldt County, CA"	"06023"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	14
	"Humboldt County, CA"	"06023"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	20
	"Humboldt County, CA"	"06023"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	13
	"Imperial County, CA"	"06025"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	173
	"Imperial County, CA"	"06025"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	34
	"Imperial County, CA"	"06025"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	440
	"Imperial County, CA"	"06025"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	193
	"Imperial County, CA"	"06025"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	463
	"Imperial County, CA"	"06025"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	272
	"Imperial County, CA"	"06025"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	287
	"Imperial County, CA"	"06025"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	232
	"Imperial County, CA"	"06025"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	100
	"Imperial County, CA"	"06025"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	117
	"Imperial County, CA"	"06025"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	24
	"Imperial County, CA"	"06025"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	33
	"Kern County, CA"	"06029"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	415
	"Kern County, CA"	"06029"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	72
	"Kern County, CA"	"06029"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	1205
	"Kern County, CA"	"06029"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	261
	"Kern County, CA"	"06029"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	1122
	"Kern County, CA"	"06029"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	355
	"Kern County, CA"	"06029"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	722
	"Kern County, CA"	"06029"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	290
	"Kern County, CA"	"06029"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	354
	"Kern County, CA"	"06029"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	155
	"Kern County, CA"	"06029"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	87
	"Kern County, CA"	"06029"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	60
	"Kings County, CA"	"06031"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	58
	"Kings County, CA"	"06031"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	16
	"Kings County, CA"	"06031"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	129
	"Kings County, CA"	"06031"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	65
	"Kings County, CA"	"06031"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	145
	"Kings County, CA"	"06031"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	68
	"Kings County, CA"	"06031"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	86
	"Kings County, CA"	"06031"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	74
	"Kings County, CA"	"06031"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	45
	"Kings County, CA"	"06031"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	45
	"Kings County, CA"	"06031"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	12
	"Kings County, CA"	"06031"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	16
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"Under 15 years"	"15"	"No"	"2"	"Vaginal"	"1"	17
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"15-19 years"	"15-19"	"Yes"	"1"	"Vaginal"	"1"	11
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	2273
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	540
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"15-19 years"	"15-19"	"Not Stated"	"9"	"Vaginal"	"1"	74
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"15-19 years"	"15-19"	"Not Stated"	"9"	"Cesarean"	"2"	14
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"20-24 years"	"20-24"	"Yes"	"1"	"Vaginal"	"1"	24
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"20-24 years"	"20-24"	"Yes"	"1"	"Cesarean"	"2"	17
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	6960
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	2373
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"20-24 years"	"20-24"	"Not Stated"	"9"	"Vaginal"	"1"	185
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"20-24 years"	"20-24"	"Not Stated"	"9"	"Cesarean"	"2"	53
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"25-29 years"	"25-29"	"Yes"	"1"	"Vaginal"	"1"	24
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"25-29 years"	"25-29"	"Yes"	"1"	"Cesarean"	"2"	16
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	7197
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	3481
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"25-29 years"	"25-29"	"Not Stated"	"9"	"Vaginal"	"1"	139
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"25-29 years"	"25-29"	"Not Stated"	"9"	"Cesarean"	"2"	50
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"30-34 years"	"30-34"	"Yes"	"1"	"Vaginal"	"1"	18
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	5894
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	3478
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"30-34 years"	"30-34"	"Not Stated"	"9"	"Vaginal"	"1"	95
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"30-34 years"	"30-34"	"Not Stated"	"9"	"Cesarean"	"2"	52
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"35-39 years"	"35-39"	"Yes"	"1"	"Vaginal"	"1"	13
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	3136
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	2109
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"35-39 years"	"35-39"	"Not Stated"	"9"	"Vaginal"	"1"	49
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"35-39 years"	"35-39"	"Not Stated"	"9"	"Cesarean"	"2"	33
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	776
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	677
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"40-44 years"	"40-44"	"Not Stated"	"9"	"Vaginal"	"1"	13
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"40-44 years"	"40-44"	"Not Stated"	"9"	"Cesarean"	"2"	11
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"45-49 years"	"45-49"	"No"	"2"	"Vaginal"	"1"	35
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	"45-49 years"	"45-49"	"No"	"2"	"Cesarean"	"2"	35
	"Madera County, CA"	"06039"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	87
	"Madera County, CA"	"06039"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	17
	"Madera County, CA"	"06039"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	185
	"Madera County, CA"	"06039"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	69
	"Madera County, CA"	"06039"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	224
	"Madera County, CA"	"06039"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	101
	"Madera County, CA"	"06039"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	160
	"Madera County, CA"	"06039"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	81
	"Madera County, CA"	"06039"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	88
	"Madera County, CA"	"06039"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	53
	"Madera County, CA"	"06039"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	28
	"Marin County, CA"	"06041"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	10
	"Marin County, CA"	"06041"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	30
	"Marin County, CA"	"06041"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	44
	"Marin County, CA"	"06041"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	54
	"Marin County, CA"	"06041"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	11
	"Marin County, CA"	"06041"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	28
	"Merced County, CA"	"06047"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	176
	"Merced County, CA"	"06047"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	58
	"Merced County, CA"	"06047"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	421
	"Merced County, CA"	"06047"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	196
	"Merced County, CA"	"06047"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	489
	"Merced County, CA"	"06047"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	215
	"Merced County, CA"	"06047"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	295
	"Merced County, CA"	"06047"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	169
	"Merced County, CA"	"06047"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	149
	"Merced County, CA"	"06047"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	99
	"Merced County, CA"	"06047"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	33
	"Merced County, CA"	"06047"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	32
	"Monterey County, CA"	"06053"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	317
	"Monterey County, CA"	"06053"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	55
	"Monterey County, CA"	"06053"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	834
	"Monterey County, CA"	"06053"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	184
	"Monterey County, CA"	"06053"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	762
	"Monterey County, CA"	"06053"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	273
	"Monterey County, CA"	"06053"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	588
	"Monterey County, CA"	"06053"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	282
	"Monterey County, CA"	"06053"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	278
	"Monterey County, CA"	"06053"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	163
	"Monterey County, CA"	"06053"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	65
	"Monterey County, CA"	"06053"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	51
	"Napa County, CA"	"06055"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	37
	"Napa County, CA"	"06055"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	94
	"Napa County, CA"	"06055"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	28
	"Napa County, CA"	"06055"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	95
	"Napa County, CA"	"06055"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	48
	"Napa County, CA"	"06055"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	102
	"Napa County, CA"	"06055"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	39
	"Napa County, CA"	"06055"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	59
	"Napa County, CA"	"06055"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	22
	"Napa County, CA"	"06055"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	12
	"Orange County, CA"	"06059"	"White"	"2106-3"	"Under 15 years"	"15"	"No"	"2"	"Vaginal"	"1"	10
	"Orange County, CA"	"06059"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	710
	"Orange County, CA"	"06059"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	157
	"Orange County, CA"	"06059"	"White"	"2106-3"	"20-24 years"	"20-24"	"Yes"	"1"	"Vaginal"	"1"	10
	"Orange County, CA"	"06059"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	2004
	"Orange County, CA"	"06059"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	680
	"Orange County, CA"	"06059"	"White"	"2106-3"	"25-29 years"	"25-29"	"Yes"	"1"	"Vaginal"	"1"	11
	"Orange County, CA"	"06059"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	2181
	"Orange County, CA"	"06059"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	984
	"Orange County, CA"	"06059"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	1859
	"Orange County, CA"	"06059"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	1050
	"Orange County, CA"	"06059"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	922
	"Orange County, CA"	"06059"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	617
	"Orange County, CA"	"06059"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	236
	"Orange County, CA"	"06059"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	204
	"Orange County, CA"	"06059"	"White"	"2106-3"	"45-49 years"	"45-49"	"No"	"2"	"Vaginal"	"1"	11
	"Placer County, CA"	"06061"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	14
	"Placer County, CA"	"06061"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	64
	"Placer County, CA"	"06061"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	15
	"Placer County, CA"	"06061"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	87
	"Placer County, CA"	"06061"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	21
	"Placer County, CA"	"06061"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	94
	"Placer County, CA"	"06061"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	39
	"Placer County, CA"	"06061"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	45
	"Placer County, CA"	"06061"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	22
	"Riverside County, CA"	"06065"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	749
	"Riverside County, CA"	"06065"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	136
	"Riverside County, CA"	"06065"	"White"	"2106-3"	"20-24 years"	"20-24"	"Yes"	"1"	"Vaginal"	"1"	20
	"Riverside County, CA"	"06065"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	2267
	"Riverside County, CA"	"06065"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	686
	"Riverside County, CA"	"06065"	"White"	"2106-3"	"25-29 years"	"25-29"	"Yes"	"1"	"Vaginal"	"1"	14
	"Riverside County, CA"	"06065"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	2396
	"Riverside County, CA"	"06065"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	1042
	"Riverside County, CA"	"06065"	"White"	"2106-3"	"30-34 years"	"30-34"	"Yes"	"1"	"Vaginal"	"1"	15
	"Riverside County, CA"	"06065"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	1819
